Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.88179325,-80.1460843,00:35.4,10/21/21,10,1.045,51.63,-7.117706431,0.9,51.1,46.82,1.53,-8.2,36.4,0.01,3.44,3.45,92,25,510.1,16.2,-1.5,D,1372.0,0,236.753,1,0.97,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.2950632,66,66,11,120,120,45.06986,0,9999.99,3.45,3.577,2,9,29.4,0,29.39999962,46.45,1556.22914,10/21/21,10:36:47,26.7,68.17,46.45,1.259,7.92,-54.4,-3.8,-6.6,54894,93.0,5.74,12.9,
25.88179608,-80.14608106,00:36.4,10/21/21,10,0.85,51.63,-7.117706431,0.9,50.4,46.12,2.11,-2.72,36.4,0.01,3.41,3.41,92,25,510.1,16.2,-1.5,D,1372.0,0,236.302,1,0.95,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.275096,70,70,11,122,122,44.92704,0,9999.99,3.42,3.547,2,9,29.4,0,29.39999962,36.49,1545.78217,10/21/21,10:36:48,26.72,55.12,36.49,1.122,7.92,-54.3,-5.1,-5.7,13648,93.0,6.07,12.8,
25.88179908,-80.14607806,00:37.4,10/21/21,10,1.042,51.63,-7.117706431,0.9,48.8,44.53,2.39,-3.49,36.4,0.01,3.48,3.49,92,25,510.1,16.2,-1.5,D,1372.0,0,235.852,1,0.98,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.2813346,69,69,11,119,119,44.97159,0,9999.99,3.5,3.627,2,9,29.3,0,29.39999962,23.86,1532.57156,10/21/21,10:36:50,26.72,37.7,23.86,1.136,7.92,-54.4,-3.9,-3.9,-1712,93.0,6.51,13.0,
25.88180301,-80.14607647,00:38.4,10/21/21,10,1.01,51.63,-7.117706431,0.95,52.1,47.82,0.48,-4.49,36.5,0.0,3.44,3.44,92,24,510.1,16.2,-1.5,D,1398.2,0,235.425,1,0.98,154,43.08,-80.14446913,25.88334941,0,0,1,N,0.4672842,58,58,11,125,125,46.30043,0,9999.99,3.44,3.567,2,9,29.4,0,29.39999962,23.86,1532.57156,10/21/21,10:36:50,26.72,37.7,23.86,1.136,7.92,-54.4,-3.9,-3.9,-1712,93.0,6.51,13.0,
25.88180648,-80.1460728,00:39.4,10/21/21,10,0.842,51.63,-7.117706431,0.9,47.1,42.83,0.25,-0.27,36.4,0.01,3.45,3.46,92,24,510.1,16.2,-1.5,D,1398.2,0,234.893,1,0.94,154,43.08,-80.14446913,25.88334941,0,0,1,N,0.4525981,59,59,11,140,140,46.19552,0,9999.99,3.46,3.587,2,9,29.4,0,29.39999962,46.43,1556.20773,10/21/21,10:36:52,26.71,68.14,46.43,1.23,7.92,-54.3,-3.7,-8.2,-4993,92.9,5.73,12.8,
25.88180916,-80.14607007,00:40.4,10/21/21,10,0.806,51.63,-7.117706431,0.9,50.7,46.42,1.6,-5.69,36.5,0.01,3.44,3.44,92,24,510.1,16.2,-1.5,D,1398.2,0,234.488,1,0.96,154,43.08,-80.14446913,25.88334941,0,0,1,N,0.4600038,68,68,11,133,133,46.24838,0,9999.99,3.45,3.577,2,9,29.3,0,29.39999962,46.43,1556.20773,10/21/21,10:36:52,26.71,68.14,46.43,1.23,7.92,-54.3,-3.7,-8.2,-4993,92.9,5.73,12.8,
25.88181145,-80.14606783,00:41.4,10/21/21,10,0.92,51.63,-7.117706431,0.9,53.7,49.41,0.79,3.55,36.4,0.01,3.46,3.46,92,24,510.1,16.2,-1.5,D,1390.7,0,234.149,1,0.97,154,43.08,-80.14446913,25.88334941,0,0,1,N,0.4701622,59,59,11,125,125,46.32088,0,9999.99,3.46,3.587,2,9,29.3,0,29.29999924,39.56,1548.79244,10/21/21,10:36:53,26.69,59.2,39.56,1.279,7.91,-54.2,-4.8,1.0,-698,92.8,5.96,12.9,
25.88181481,-80.14606371,00:42.4,10/21/21,10,0.903,51.63,-7.117706431,0.9,51.4,47.12,0.78,-3.89,36.4,0.0,3.44,3.44,92,24,510.1,16.2,-1.5,D,1390.7,0,233.594,1,0.94,154,43.07,-80.14446913,25.88334941,0,0,1,N,0.4232619,62,62,11,122,122,45.98603,0,9999.99,3.45,3.577,2,9,29.3,0,29.29999924,46.43,1556.0057,10/21/21,10:36:55,26.7,68.14,46.43,1.23,7.91,-54.2,-3.1,-3.2,14505,92.8,5.73,12.9,
25.88181959,-80.14606028,00:43.4,10/21/21,10,1.151,51.63,-7.117706431,0.9,49.9,45.63,1.3,-0.98,36.4,0.0,3.41,3.41,92,24,510.1,16.2,-1.5,D,1390.7,0,232.971,1,0.99,154,43.1,-80.14446913,25.88334941,0,0,1,N,0.5372932,68,68,11,121,121,46.79984,0,9999.99,3.43,3.557,2,9,29.3,0,29.29999924,43.82,1553.26384,10/21/21,10:36:56,26.7,64.78,43.82,1.231,7.91,-54.2,-5.4,-2.4,9694,92.9,5.82,12.9,
25.88183582,-80.14605185,00:47.5,10/21/21,10,0.629,51.63,-7.117706431,0.9,54.9,50.6,1.34,-3.44,36.5,0.01,3.43,3.43,92,25,510.0,16.2,-1.5,D,1371.8,0,231.079,1,0.94,154,43.25,-80.14446913,25.88334941,0,0,1,N,1.150327,65,65,11,129,129,51.1402,0,9999.99,3.44,3.567,2,9,29.3,0,29.29999924,46.42,1555.99544,10/21/21,10:37:00,26.7,68.13,46.42,1.242,7.91,-54.1,-4.8,0.3,17921,92.8,5.73,12.8,
25.88183961,-80.14604896,00:48.5,10/21/21,10,0.861,51.63,-7.117706431,0.9,55.0,50.7,-0.79,-1.4,36.5,0.01,3.38,3.38,92,24,510.0,16.2,-1.5,D,1383.4,0,230.573,1,0.94,154,43.27,-80.14446913,25.88334941,0,0,1,N,1.225221,52,52,11,131,131,51.66505,0,9999.99,3.39,3.517,2,9,29.3,0,29.29999924,46.39,1555.9639,10/21/21,10:37:01,26.71,68.09,46.39,1.248,7.91,-54.1,-4.2,-7.9,4029,92.9,5.73,12.9,
25.88184254,-80.1460441,00:49.5,10/21/21,10,1.146,41.64,-7.117706431,0.9,49.0,44.73,2.51,-2.7,36.5,0.01,3.4,3.41,92,25,510.0,16.2,-1.5,D,1368.2,0,230.003,1,0.95,154,43.24,-80.14446913,25.88334941,0,0,1,N,1.081385,77,77,11,149,149,50.6558,0,9999.99,3.43,3.557,2,9,29.3,0,29.29999924,45.42,1554.94472,10/21/21,10:37:02,26.68,66.84,45.42,1.376,7.91,-54.0,-5.1,19.3,5766,92.8,5.77,12.9,
25.88184731,-80.14603436,00:51.5,10/21/21,10,0.745,41.64,-7.117706431,0.9,50.7,46.42,-0.38,-3.45,36.4,0.01,3.44,3.45,92,25,510.0,16.2,-1.5,D,1368.2,0,228.95,1,0.94,154,43.15,-80.14446913,25.88334941,0,0,1,N,0.7392219,55,55,11,134,134,48.23669,0,9999.99,3.45,3.577,2,9,29.3,0,29.29999924,46.43,1556.00597,10/21/21,10:37:04,26.67,68.15,46.43,1.251,7.91,-53.8,-4.4,32.5,31127,92.7,5.72,12.9,
25.88185841,-80.14602514,00:54.5,10/21/21,10,0.86,41.64,-7.117706431,0.9,52.7,48.42,0.54,0.24,36.4,0.0,3.47,3.47,92,25,510.0,16.2,-1.5,D,1360.3,0,227.418,1,0.93,154,43.2,-80.14446913,25.88334941,0,0,1,N,0.9036242,60,60,11,131,131,49.40181,0,9999.99,3.48,3.607,2,9,29.3,0,29.29999924,46.41,1555.98464,10/21/21,10:37:07,26.7,68.11,46.41,1.192,7.91,-53.8,-3.0,-0.1,-1822,92.7,5.72,12.8,
25.88186605,-80.14601658,00:56.5,10/21/21,10,0.903,41.64,-7.117706431,0.9,55.3,51.0,0.55,-0.55,36.4,0.01,3.45,3.45,92,24,510.0,16.2,-1.5,D,1389.6,0,226.212,1,0.97,154,43.18,-80.14446913,25.88334941,0,0,1,N,0.859809,60,60,11,119,119,49.09178,0,9999.99,3.45,3.577,2,9,29.3,0,29.29999924,46.4,1555.97444,10/21/21,10:37:09,26.7,68.1,46.4,1.166,7.91,-53.8,-3.3,1.2,76037,92.4,5.7,12.9,
25.88186953,-80.14601507,00:57.5,10/21/21,10,0.792,41.64,-7.117706431,0.9,57.1,52.78,1.88,-1.29,36.4,0.01,3.34,3.35,92,24,510.0,16.2,-1.5,D,1389.6,0,225.827,1,1.01,154,43.22,-80.14446913,25.88334941,0,0,1,N,1.017082,68,68,11,117,117,50.20282,0,9999.99,3.36,3.487,2,9,29.3,0,29.29999924,46.4,1555.97431,10/21/21,10:37:10,26.69,68.1,46.4,1.19,7.91,-53.9,-3.5,-0.8,25965,92.4,5.7,12.9,
25.88187352,-80.14601206,00:58.5,10/21/21,10,1.143,41.64,-7.117706431,0.9,59.2,54.85,0.54,3.67,36.3,0.01,3.38,3.38,92,24,510.0,16.2,-1.5,D,1389.6,0,225.298,1,0.98,154,43.25,-80.14446913,25.88334941,0,0,1,N,1.098169,60,60,11,111,111,50.77369,0,9999.99,3.39,3.517,2,9,29.3,0,29.29999924,33.97,1542.932,10/21/21,10:37:11,26.7,51.73,33.97,1.216,7.91,-53.8,-3.9,-6.3,39026,92.4,6.12,12.9,
25.88187573,-80.14600632,00:59.5,10/21/21,10,1.133,41.64,-7.117706431,0.9,56.0,51.69,1.88,-2.68,36.3,0.0,3.35,3.35,92,24,509.9,16.2,-1.5,D,1400.5,0,224.726,1,1.0,154,43.18,-80.14446913,25.88334941,0,0,1,N,0.8444105,65,65,11,105,105,48.98269,0,9999.99,3.36,3.487,2,9,29.3,0,29.29999924,46.39,1555.96378,10/21/21,10:37:12,26.7,68.1,46.39,1.208,7.91,-53.8,-2.3,5.6,11527,92.5,5.71,12.8,
25.88188154,-80.145999,01:01.5,10/21/21,10,0.764,41.64,-7.117706431,0.9,55.4,51.1,0.27,1.48,36.3,0.0,3.38,3.39,92,24,509.9,16.2,-1.5,D,1400.5,0,223.753,1,0.96,154,43.16,-80.14446913,25.88334941,0,0,1,N,0.7465284,59,59,11,116,116,48.28846,0,9999.99,3.39,3.517,2,9,29.3,0,29.29999924,46.24,1555.80606,10/21/21,10:37:14,26.7,67.9,46.24,1.287,7.91,-53.8,-3.6,-3.7,28515,92.5,5.72,12.9,
25.88188422,-80.14599461,01:02.5,10/21/21,10,1.039,41.64,-7.117706431,0.9,53.1,48.81,1.76,-8.2,36.3,0.0,3.38,3.38,92,24,509.9,16.2,-1.5,D,1400.5,0,223.236,1,0.94,154,43.13,-80.14446913,25.88334941,0,0,1,N,0.6249354,72,72,11,125,125,47.42389,0,9999.99,3.4,3.527,2,9,29.3,0,29.29999924,46.38,1555.95323,10/21/21,10:37:15,26.71,68.07,46.38,1.196,7.91,-53.7,-3.6,-13.3,2112,92.5,5.71,12.9,
25.88189054,-80.14598908,01:04.5,10/21/21,10,0.933,41.64,-7.117706431,0.9,56.1,51.79,1.65,-0.42,36.3,0.0,3.41,3.41,92,24,509.9,16.2,-1.5,D,1393.1,0,222.345,1,0.92,154,43.15,-80.14446913,25.88334941,0,0,1,N,0.7064887,67,67,11,112,112,48.00393,0,9999.99,3.43,3.557,2,9,29.3,0,29.29999924,43.73,1553.16909,10/21/21,10:37:17,26.71,64.67,43.73,1.302,7.9,-53.6,-2.6,-3.0,962,92.4,5.79,12.9,
25.88190569,-80.1459745,01:09.6,10/21/21,10,0.747,41.64,-7.117706431,0.9,54.7,50.4,0.22,2.66,36.4,0.0,3.4,3.4,92,24,509.9,16.2,-1.5,D,1388.5,0,220.118,1,0.93,154,43.17,-80.14446913,25.88334941,0,0,1,N,0.784725,58,58,11,120,120,48.55937,0,9999.99,3.42,3.547,2,9,29.2,0,29.20000076,46.4,1555.77121,10/21/21,10:37:22,26.68,68.11,46.4,1.399,7.9,-53.6,-1.5,-4.0,-1780,92.5,5.71,13.0,
25.88191177,-80.14596655,01:11.6,10/21/21,10,1.014,41.64,-7.117706431,0.9,57.8,53.47,-0.34,-5.64,36.4,0.01,3.36,3.38,92,25,510.3,16.2,-1.5,D,1370.5,0,219.081,1,0.98,154,43.14,-80.14446913,25.88334941,0,0,1,N,0.6745925,53,53,11,90,90,47.77708,0,9999.99,3.38,3.507,2,9,29.2,0,29.20000076,38.48,1547.45124,10/21/21,10:37:24,26.69,57.78,38.48,1.156,7.9,-53.4,-4.3,-2.3,21705,92.4,5.97,12.8,
25.88191722,-80.14596393,01:12.6,10/21/21,10,0.953,41.64,-7.117706431,0.9,56.9,52.58,0.75,3.75,36.4,0.01,3.42,3.42,92,25,510.3,16.2,-1.5,D,1370.5,0,218.459,1,0.94,154,43.2,-80.14446913,25.88334941,0,0,1,N,0.8802181,66,66,11,120,120,49.23597,0,9999.99,3.44,3.567,2,9,29.2,0,29.20000076,45.29,1554.60464,10/21/21,10:37:25,26.7,66.68,45.29,1.354,7.9,-53.2,-4.0,6.1,14560,92.5,5.74,12.9,
25.88191826,-80.14595941,01:13.6,10/21/21,10,1.064,41.64,-7.117706431,0.9,59.4,55.05,2.6,-6.43,36.4,0.0,3.33,3.34,92,25,510.3,16.2,-1.5,D,1363.4,0,218.066,1,0.95,154,43.13,-80.14446913,25.88334941,0,0,1,N,0.6388834,73,73,11,97,97,47.52298,0,9999.99,3.34,3.467,2,9,29.2,0,29.20000076,31.86,1540.50874,10/21/21,10:37:26,26.7,48.86,31.86,1.146,7.9,-53.2,-2.6,-4.7,51859,92.5,6.2,13.0,
25.8819215,-80.14595099,01:15.6,10/21/21,10,1.185,41.64,-7.117706431,0.9,60.9,56.53,1.12,3.77,36.4,0.01,3.35,3.35,92,25,510.3,16.2,-1.5,D,1363.4,0,217.227,1,0.94,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.2631518,64,64,11,80,80,44.84099,0,9999.99,3.36,3.483691,2,9,29.2,0,29.20000076,46.37,1555.74003,10/21/21,10:37:28,26.7,68.06,46.37,1.255,7.9,-53.1,-3.5,0.4,33430,92.4,5.71,12.7,
25.88192517,-80.14594245,01:17.6,10/21/21,10,0.898,41.64,-7.117706431,0.9,60.4,56.04,0.15,-1.97,36.4,0.0,3.42,3.42,92,24,510.2,16.2,-1.5,D,1396.6,0,216.346,1,0.92,154,42.94,-80.14446913,25.88334941,0,0,1,N,0.0789,58,58,11,72,72,42.39182,0,9999.99,3.43,3.557,2,9,29.2,0,29.20000076,46.25,1555.61368,10/21/21,10:37:30,26.71,67.91,46.25,1.128,7.89,-53.0,-3.9,2.1,67996,92.3,5.7,12.9,
25.88194973,-80.1459215,01:24.7,10/21/21,10,1.156,41.64,-7.117706431,0.9,49.6,45.33,2.47,1.69,36.3,0.0,3.38,3.39,92,25,510.2,16.2,-1.5,D,1371.2,0,212.92,1,0.95,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.2344025,69,69,11,136,136,44.6351,0,9999.99,3.39,3.517,2,9,29.2,0,29.20000076,43.85,1553.09068,10/21/21,10:37:37,26.69,64.82,43.85,1.113,7.89,-53.0,-3.1,-4.0,12838,92.4,5.79,12.9,
25.88195337,-80.14591977,01:25.7,10/21/21,10,0.744,41.64,-7.117706431,0.9,50.3,46.02,-0.28,6.9,36.4,0.01,3.41,3.42,92,25,510.2,16.2,-1.5,D,1371.2,0,212.505,1,0.92,154,43.07,-80.14446913,25.88334941,0,0,1,N,0.3786595,55,55,11,126,126,45.66681,0,9999.99,3.42,3.547,2,9,29.2,0,29.20000076,45.88,1555.22488,10/21/21,10:37:39,26.7,67.43,45.88,1.174,7.89,-52.9,-2.5,-3.1,-1148,92.3,5.72,12.9,
25.88195715,-80.14591675,01:26.7,10/21/21,10,1.033,41.64,-7.117706431,0.9,45.9,41.62,0.65,-5.24,36.3,0.01,3.38,3.38,92,25,510.1,16.2,-1.5,D,1360.6,0,211.992,1,0.96,154,43.09,-80.14446913,25.88334941,0,0,1,N,0.4454323,61,61,11,145,145,46.14377,0,9999.99,3.39,3.517,2,9,29.2,0,29.20000076,45.88,1555.22488,10/21/21,10:37:39,26.7,67.43,45.88,1.174,7.89,-52.9,-2.5,-3.1,-1148,92.3,5.72,12.9,
25.88196317,-80.14591583,01:27.8,10/21/21,10,1.04,41.64,-7.117706431,0.9,48.9,44.63,1.62,1.78,36.3,0.0,3.44,3.44,92,25,510.1,16.2,-1.5,D,1360.6,0,211.463,1,0.92,154,43.18,-80.14446913,25.88334941,0,0,1,N,0.793811,67,67,11,143,143,48.62363,0,9999.99,3.44,3.567,2,9,29.2,0,29.20000076,46.35,1555.7188,10/21/21,10:37:41,26.7,68.04,46.35,1.228,7.89,-52.9,-3.0,0.6,-2495,92.3,5.7,12.9,
25.88197028,-80.14591063,01:29.8,10/21/21,10,0.839,41.64,-7.117706431,0.9,49.5,45.23,0.82,1.56,36.3,0.0,3.5,3.5,92,25,510.1,16.2,-1.5,D,1370.2,0,210.508,1,0.94,154,43.24,-80.14446913,25.88334941,0,0,1,N,0.9893035,64,64,11,161,161,50.00655,0,9999.99,3.5,3.627,2,9,29.2,0,29.20000076,46.35,1555.71878,10/21/21,10:37:43,26.69,68.04,46.35,1.157,7.89,-53.0,-2.8,-1.3,3627,92.3,5.7,12.9,
25.88197427,-80.14590613,01:30.8,10/21/21,10,1.112,41.64,-7.117706431,0.9,55.1,50.8,1.36,-2.92,36.3,0.0,3.44,3.44,92,25,510.1,16.2,-1.5,D,1370.2,0,209.877,1,0.96,154,43.23,-80.14446913,25.88334941,0,0,1,N,0.9753091,65,65,11,123,123,49.90781,0,9999.99,3.45,3.577,2,9,29.2,0,29.20000076,46.35,1555.71878,10/21/21,10:37:43,26.69,68.04,46.35,1.157,7.89,-53.0,-2.8,-1.3,3627,92.3,5.7,12.9,
25.88198333,-80.14588767,01:34.8,10/21/21,10,1.136,41.64,-7.117706431,0.9,55.5,51.2,1.33,-4.34,36.3,0.01,3.39,3.4,92,25,510.1,16.2,-1.5,D,1359.6,0,207.918,1,0.94,154,43.15,-80.14446913,25.88334941,0,0,1,N,0.6550388,65,65,11,113,113,47.63777,0,9999.99,3.41,3.537,2,9,29.2,0,29.20000076,46.29,1555.65592,10/21/21,10:37:48,26.71,67.96,46.29,1.144,7.89,-52.9,-4.7,-1.5,56408,92.3,5.7,12.9,
25.88198633,-80.145885,01:35.8,10/21/21,10,0.807,41.64,-7.117706431,0.9,51.6,47.32,0.6,-7.5,36.3,0.01,3.44,3.44,92,25,510.1,16.2,-1.5,D,1359.6,0,207.373,1,0.98,154,43.05,-80.14446913,25.88334941,0,0,1,N,0.2904721,61,61,11,118,118,45.03621,0,9999.99,3.45,3.577,2,9,29.2,0,29.20000076,46.29,1555.65592,10/21/21,10:37:48,26.71,67.96,46.29,1.144,7.89,-52.9,-4.7,-1.5,56408,92.3,5.7,12.9,
25.8819915,-80.14588283,01:36.8,10/21/21,10,1.08,41.64,-7.117706431,0.9,59.2,54.85,1.29,2.8,36.3,0.0,3.46,3.46,92,24,510.0,16.2,-1.5,D,1414.9,0,206.969,1,0.91,154,43.07,-80.14446913,25.88334941,0,0,1,N,0.363808,65,65,11,105,105,45.56053,0,9999.99,3.46,3.587,2,9,29.2,0,29.20000076,44.98,1554.27828,10/21/21,10:37:49,26.71,66.28,44.98,1.168,7.89,-52.9,-3.1,3.6,31822,92.4,5.75,12.8,
25.88200119,-80.14586711,01:39.8,10/21/21,11,1.46,41.64,-7.117706431,0.9,68.1,63.57,-2.66,-1.17,36.3,0.0,3.47,3.47,92,24,510.0,16.2,-1.5,D,1414.9,0,205.024,1,1.15,153,43.01,-80.14446913,25.88334941,0,0,1,N,0.1878076,43,43,11,50,50,44.30153,0,9999.99,3.43,3.557,2,9,29.1,0,29.10000038,46.32,1555.48359,10/21/21,10:37:53,26.71,68.0,46.32,1.17,7.89,-52.8,-2.9,-7.5,18333,92.5,5.71,12.9,
25.88200367,-80.14586483,01:40.8,10/21/21,11,0.609,41.64,-7.117706431,0.9,67.7,63.18,-1.2,2.18,36.3,0.0,3.45,3.45,92,23,510.0,16.2,-1.4,D,1489.2,0,204.512,1,1.11,153,42.97,-80.14446913,25.88334941,0,0,1,N,0.0216,50,50,11,52,52,43.11155,0,9999.99,3.45,3.577,2,9,29.2,0,29.10000038,46.32,1555.48359,10/21/21,10:37:53,26.71,68.0,46.32,1.17,7.89,-52.8,-2.9,-7.5,18333,92.5,5.71,12.9,
25.88207667,-80.14581283,02:09.8,10/21/21,11,0.883,64.81,-7.117706431,0.9,211.4,201.92,-1.93,-5.6,36.1,0.03,3.65,3.67,92,22,509.7,16.2,-1.4,D,1513.2,0,195.987,1,1.0,160,43.5,-80.14446913,25.88334941,0,0,1,N,1.849014,45,45,11,5,5,55.97141,0,9999.99,999.99,999.99,0,0,29.3,0,29.29999924,2.73,1510.33313,10/21/21,10:38:23,26.03,5.094,2.73,0.985,7.86,-51.0,-7.6,-9.5,43390,99.9,7.98,12.7,
25.88207867,-80.14581117,02:10.8,10/21/21,11,0.947,64.81,-7.117706431,0.9,212.7,203.28,-3.17,-1.32,36.1,0.04,3.65,3.68,92,22,509.7,16.2,-1.4,D,1513.2,0,195.663,1,1.0,160,43.47,-80.14446913,25.88334941,0,0,1,N,1.744523,43,43,11,5,5,55.25887,0,9999.99,999.99,999.99,0,0,29.3,0,29.29999924,2.73,1510.33313,10/21/21,10:38:23,26.03,5.094,2.73,0.985,7.86,-51.0,-7.6,-9.5,43390,99.9,7.98,12.7,
25.88207867,-80.145806,02:11.8,10/21/21,11,0.94,64.81,-7.117706431,0.9,218.0,208.84,0.24,1.28,36.1,0.04,3.65,3.68,92,22,509.7,16.2,-1.4,D,1513.2,0,195.442,1,1.0,160,43.49,-80.14446913,25.88334941,0,0,1,N,1.779812,58,58,11,5,5,55.49996,0,9999.99,999.99,999.99,0,0,29.3,0,29.29999924,2.63,1510.22993,10/21/21,10:38:25,26.11,4.927,2.63,0.992,7.86,-50.9,-8.8,-3.6,25487,100.0,7.98,12.6,
25.88207469,-80.14580863,02:12.8,10/21/21,11,0.94,64.81,-7.117706431,0.9,224.1,215.26,-0.59,0.07,36.1,0.04,3.65,3.68,92,23,509.7,16.2,-1.4,D,1494.0,0,195.061,1,1.0,160,43.39,-80.14446913,25.88334941,0,0,1,N,1.453481,53,53,11,5,5,53.25446,0,9999.99,999.99,999.99,0,0,29.3,0,29.29999924,2.63,1510.22993,10/21/21,10:38:25,26.11,4.927,2.63,0.992,7.86,-50.9,-8.8,-3.6,25487,100.0,7.98,12.6,
25.88207452,-80.14580392,02:13.8,10/21/21,10,1.346,64.81,-7.117706431,1.0,227.3,218.63,-0.55,0.37,36.1,0.03,3.65,3.67,92,23,509.7,16.2,-1.4,D,1494.0,0,194.751,1,1.0,160,43.29,-80.14446913,25.88334941,0,0,1,N,1.091563,54,54,11,5,5,50.72661,0,9999.99,999.99,999.99,0,0,29.3,0,29.29999924,2.63,1510.22935,10/21/21,10:38:26,26.14,4.913,2.63,0.989,7.86,-50.9,-8.7,-3.5,30902,99.9,7.96,12.7,
